============================= test session starts =============================
platform win32 -- Python 3.12.6, pytest-8.3.4, pluggy-1.5.0 -- C:\Python312\python.exe
cachedir: .pytest_cache
rootdir: C:\Users\cabra\Projects\LifeOS
configfile: pytest.ini
testpaths: runtime/tests, tests_doc, tests_recursive
    conn.execute("INSERT INTO missions (id, status, description, max_cost_usd, max_loops, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_reclaim.py::test_reclaim_success
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_reclaim.py:26: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    stale_time = datetime.utcnow() - timedelta(seconds=TASK_LOCK_TIMEOUT_SECONDS + 10)

runtime/tests/test_reclaim.py::test_reclaim_success
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_reclaim.py:27: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("INSERT INTO mission_tasks (id, mission_id, task_order, description, status, locked_at, locked_by) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_reclaim.py::test_reclaim_success
runtime/tests/test_reclaim.py::test_reclaim_skipped_alive
runtime/tests/test_reclaim.py::test_reclaim_not_stale
  C:\Users\cabra\Projects\LifeOS\project_builder\orchestrator\reclaim.py:56: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    if datetime.utcnow() - locked_at_dt < timedelta(seconds=TASK_LOCK_TIMEOUT_SECONDS):

runtime/tests/test_reclaim.py::test_reclaim_success
  C:\Users\cabra\Projects\LifeOS\project_builder\orchestrator\reclaim.py:82: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    log_event(conn, mission_id, task_id, 'task_reclaimed', {}, datetime.utcnow())

runtime/tests/test_reclaim.py::test_reclaim_skipped_alive
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_reclaim.py:46: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    stale_time = datetime.utcnow() - timedelta(seconds=TASK_LOCK_TIMEOUT_SECONDS + 10)

runtime/tests/test_reclaim.py::test_reclaim_skipped_alive
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_reclaim.py:47: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("INSERT INTO mission_tasks (id, mission_id, task_order, description, status, locked_at, locked_by) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_reclaim.py::test_reclaim_skipped_alive
  C:\Users\cabra\Projects\LifeOS\project_builder\orchestrator\reclaim.py:68: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    log_task_reclaim_skipped_alive_or_unknown(conn, mission_id, task_id, str(locked_by), datetime.utcnow())

runtime/tests/test_reclaim.py::test_reclaim_not_stale
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_reclaim.py:63: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    fresh_time = datetime.utcnow()

runtime/tests/test_reclaim.py::test_reclaim_not_stale
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_reclaim.py:64: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("INSERT INTO mission_tasks (id, mission_id, task_order, description, status, locked_at, locked_by) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_routing.py::test_allowed_routes
runtime/tests/test_routing.py::test_allowed_routes
runtime/tests/test_routing.py::test_illegal_routes
runtime/tests/test_routing.py::test_illegal_routes
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_routing.py:12: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    ("m1", "executing", "desc", 10.0, 5, datetime.utcnow(), datetime.utcnow()))

runtime/tests/test_routing.py::test_allowed_routes
runtime/tests/test_routing.py::test_allowed_routes
runtime/tests/test_routing.py::test_illegal_routes
runtime/tests/test_routing.py::test_illegal_routes
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_routing.py:11: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    conn.execute("INSERT INTO missions (id, status, description, max_cost_usd, max_loops, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_routing.py::test_illegal_routes
runtime/tests/test_routing.py::test_illegal_routes
runtime/tests/test_routing.py::test_illegal_routes
runtime/tests/test_routing.py::test_illegal_routes
  C:\Users\cabra\Projects\LifeOS\project_builder\orchestrator\routing.py:30: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    {'from': from_agent, 'to': to_agent}, datetime.utcnow())

runtime/tests/test_snapshot.py::test_snapshot_basic
runtime/tests/test_snapshot.py::test_snapshot_basic
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:22: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    (mid, "executing", "desc", 10.0, 5, datetime.utcnow(), datetime.utcnow()))

runtime/tests/test_snapshot.py::test_snapshot_basic
runtime/tests/test_snapshot.py::test_snapshot_basic
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:21: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("INSERT INTO missions (id, status, description, max_cost_usd, max_loops, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_snapshot.py::test_snapshot_basic
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:24: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    started_at = datetime.utcnow()

runtime/tests/test_snapshot.py::test_snapshot_basic
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:26: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    (tid, mid, 1, "task1", "executing", started_at, datetime.utcnow()))

runtime/tests/test_snapshot.py::test_snapshot_basic
runtime/tests/test_snapshot.py::test_snapshot_basic
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:25: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("INSERT INTO mission_tasks (id, mission_id, task_order, description, status, started_at, created_at) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_snapshot.py::test_snapshot_basic
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:29: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("""

runtime/tests/test_snapshot.py::test_snapshot_versioning
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:44: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    started_at = datetime.utcnow()

runtime/tests/test_snapshot.py::test_snapshot_versioning
runtime/tests/test_snapshot.py::test_snapshot_versioning
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:48: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    (mid, "executing", "desc", 10.0, 5, datetime.utcnow(), datetime.utcnow()))

runtime/tests/test_snapshot.py::test_snapshot_versioning
runtime/tests/test_snapshot.py::test_snapshot_versioning
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:47: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("INSERT INTO missions (id, status, description, max_cost_usd, max_loops, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_snapshot.py::test_snapshot_versioning
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:50: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    (tid, mid, 1, "task1", "executing", started_at, datetime.utcnow()))

runtime/tests/test_snapshot.py::test_snapshot_versioning
runtime/tests/test_snapshot.py::test_snapshot_versioning
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:49: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("INSERT INTO mission_tasks (id, mission_id, task_order, description, status, started_at, created_at) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_snapshot.py::test_snapshot_versioning
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:53: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("""

runtime/tests/test_snapshot.py::test_snapshot_versioning
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:59: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("""

runtime/tests/test_snapshot.py::test_snapshot_tombstone
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:74: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    started_at = datetime.utcnow()

runtime/tests/test_snapshot.py::test_snapshot_tombstone
runtime/tests/test_snapshot.py::test_snapshot_tombstone
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:78: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    (mid, "executing", "desc", 10.0, 5, datetime.utcnow(), datetime.utcnow()))

runtime/tests/test_snapshot.py::test_snapshot_tombstone
runtime/tests/test_snapshot.py::test_snapshot_tombstone
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:77: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("INSERT INTO missions (id, status, description, max_cost_usd, max_loops, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_snapshot.py::test_snapshot_tombstone
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:80: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    (tid, mid, 1, "task1", "executing", started_at, datetime.utcnow()))

runtime/tests/test_snapshot.py::test_snapshot_tombstone
runtime/tests/test_snapshot.py::test_snapshot_tombstone
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:79: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("INSERT INTO mission_tasks (id, mission_id, task_order, description, status, started_at, created_at) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_snapshot.py::test_snapshot_tombstone
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:83: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("""

runtime/tests/test_snapshot.py::test_snapshot_tombstone
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:89: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("""

runtime/tests/test_snapshot.py::test_snapshot_required_artifact_override
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:102: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    started_at = datetime.utcnow()

runtime/tests/test_snapshot.py::test_snapshot_required_artifact_override
runtime/tests/test_snapshot.py::test_snapshot_required_artifact_override
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:106: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    (mid, "executing", "desc", 10.0, 5, datetime.utcnow(), datetime.utcnow()))

runtime/tests/test_snapshot.py::test_snapshot_required_artifact_override
runtime/tests/test_snapshot.py::test_snapshot_required_artifact_override
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:105: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("INSERT INTO missions (id, status, description, max_cost_usd, max_loops, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_snapshot.py::test_snapshot_required_artifact_override
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:108: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    (tid, mid, 1, "task1", "executing", started_at, datetime.utcnow(), json.dumps(["a1"])))

runtime/tests/test_snapshot.py::test_snapshot_required_artifact_override
runtime/tests/test_snapshot.py::test_snapshot_required_artifact_override
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:107: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("INSERT INTO mission_tasks (id, mission_id, task_order, description, status, started_at, created_at, required_artifact_ids) VALUES (?, ?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_snapshot.py::test_snapshot_required_artifact_override
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:111: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("""

runtime/tests/test_snapshot.py::test_snapshot_required_artifact_override
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:117: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("""

runtime/tests/test_snapshot.py::test_snapshot_ordering
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:135: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    started_at = datetime.utcnow()

runtime/tests/test_snapshot.py::test_snapshot_ordering
runtime/tests/test_snapshot.py::test_snapshot_ordering
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:139: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    (mid, "executing", "desc", 10.0, 5, datetime.utcnow(), datetime.utcnow()))

runtime/tests/test_snapshot.py::test_snapshot_ordering
runtime/tests/test_snapshot.py::test_snapshot_ordering
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:138: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("INSERT INTO missions (id, status, description, max_cost_usd, max_loops, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_snapshot.py::test_snapshot_ordering
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:141: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    (tid, mid, 1, "task1", "executing", started_at, datetime.utcnow()))

runtime/tests/test_snapshot.py::test_snapshot_ordering
runtime/tests/test_snapshot.py::test_snapshot_ordering
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:140: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("INSERT INTO mission_tasks (id, mission_id, task_order, description, status, started_at, created_at) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_snapshot.py::test_snapshot_ordering
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:144: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("""

runtime/tests/test_snapshot.py::test_snapshot_ordering
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_snapshot.py:150: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    db_conn.execute("""

runtime/tests/test_tokenizer_replay.py::test_tokenizer_persistence_and_replay
runtime/tests/test_tokenizer_replay.py::test_tokenizer_persistence_and_replay
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_tokenizer_replay.py:79: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    ("m1", "executing", "desc", 10.0, 5, datetime.utcnow(), datetime.utcnow()))

runtime/tests/test_tokenizer_replay.py::test_tokenizer_persistence_and_replay
runtime/tests/test_tokenizer_replay.py::test_tokenizer_persistence_and_replay
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_tokenizer_replay.py:78: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    conn.execute("INSERT INTO missions (id, status, description, max_cost_usd, max_loops, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_tokenizer_replay.py::test_tokenizer_persistence_and_replay
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_tokenizer_replay.py:88: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    start_task_execution(db_conn, "m1", "t1", "tokenizer_A", datetime.utcnow())

runtime/tests/test_tokenizer_replay.py::test_tokenizer_persistence_and_replay
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_tokenizer_replay.py:100: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    start_task_execution(db_conn, "m1", "t1", "tokenizer_B", datetime.utcnow())

-- Docs: https://docs.pytest.org/en/stable/how-to/capture-warnings.html
=========================== short test summary info ===========================
FAILED runtime/tests/test_opencode_client.py::TestLLMCall::test_llm_call_default_model
FAILED runtime/tests/test_opencode_client.py::TestServerState::test_call_without_server_raises
FAILED runtime/tests/test_opencode_client.py::TestImports::test_import_from_agents_package
FAILED runtime/tests/test_opencode_client.py::TestImports::test_all_exports
FAILED runtime/tests/test_opencode_governance/test_phase1_contract.py::test_t5_canonical_evidence_capture
FAILED tests_doc/test_links.py::test_link_integrity - AssertionError: Broken ...
FAILED tests_recursive/test_steward_runner.py::TestAT01MissingRunId::test_missing_run_id_fails
FAILED tests_recursive/test_steward_runner.py::TestAT06NoChangeNoCommit::test_no_change_exits_success
FAILED tests_recursive/test_steward_runner.py::TestAT07ChangeWithinAllowedPathsCommits::test_allowed_change_commits
FAILED tests_recursive/test_steward_runner.py::TestAT09DryRunNeverCommits::test_dry_run_skips_commit
FAILED tests_recursive/test_steward_runner.py::TestAT10LogDeterminism::test_logs_are_deterministic
FAILED tests_recursive/test_steward_runner.py::TestAT11TestScopeEnforcement::test_tests_argv_includes_paths
FAILED tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[../docs/-path_traversal]
FAILED tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[docs/../other/-path_traversal]
FAILED tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[docs/*.md-glob_pattern]
FAILED tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[docs/?.md-glob_pattern]
FAILED tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[C:/temp/-absolute_path_windows]
FAILED tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[C:\\temp\\-absolute_path_windows]
FAILED tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[/absolute/path/-absolute_path_unix0]
FAILED tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[/absolute/path/-absolute_path_unix1]
FAILED tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[//server/share/-absolute_path_unc]
FAILED tests_recursive/test_steward_runner.py::TestAT13FailClosedUnsafePaths::test_unsafe_path_fails[docs%2Ffolder-url_encoded_chars]
FAILED tests_recursive/test_steward_runner.py::TestAT14DirtyDuringRun::test_dirty_during_run_rejected
FAILED tests_recursive/test_steward_runner.py::TestAT15LogFieldSorting::test_log_lists_are_sorted
FAILED tests_recursive/test_steward_runner.py::TestAT16DefaultDryRun::test_no_flags_is_dry_run
FAILED tests_recursive/test_steward_runner.py::TestAT17CommitFlagEnables::test_commit_flag_enables
FAILED tests_recursive/test_steward_runner.py::TestAT18ExplicitDryRun::test_explicit_dry_run
= 27 failed, 753 passed, 5 skipped, 1 xfailed, 129 warnings in 125.37s (0:02:05) =
